,Article_ID,Date,wordCount,Source
10767,6B18-JSP1-F03R-N3TV-00000-00,03 January 2024,863,Al Jazeera English
10768,6D2N-BSC1-JBG3-61SR-00000-00,28 September 2024,1839,The New York Times
10769,Batch 01 - BBC  - 1132,16 October 2023,729,BBC
10770,6CW3-9X31-F03R-N4Y1-00000-00,02 September 2024,709,Al Jazeera English
10771,6B42-BN51-F03R-N47G-00000-00,16 January 2024,538,Al Jazeera English
10772,6CM2-NGJ1-DXY4-X00Y-00000-00,31 July 2024,663,The New York Times
10773,6B36-P5G1-JBG3-61MS-00000-00,12 January 2024,758,The New York Times
10774,6BT1-Y5B1-DXY4-X0PK-00000-00,14 April 2024,1224,The New York Times
10775,6CM2-FVF1-JBG3-6020-00000-00,31 July 2024,1280,The New York Times
10776,Batch 01 - BBC  - 1413,12 January 2024,1186,BBC
10777,6BV4-S9K1-F03R-N470-00000-00,19 April 2024,831,Al Jazeera English
10778,6D3N-SH11-JBG3-61N6-00000-00,03 October 2024,1084,The New York Times
10779,Batch 01 - BBC  - 124,01 November 2023,1292,BBC
10780,6BR3-FTM1-DXY4-X0G1-00000-00,05 April 2024,1550,The New York Times
10781,6B5H-H6R1-JBG3-618F-00000-00,23 January 2024,1788,The New York Times
10782,6C2X-YBT1-DXY4-X3VG-00000-00,21 May 2024,1202,The New York Times
10783,6BW0-GP21-DXY4-X4F9-00000-00,23 April 2024,1284,The New York Times
10784,6BX6-HCY1-DXY4-X1RP-00000-00,29 April 2024,1116,The New York Times
10785,6BVY-DV01-JBG3-602X-00000-00,23 April 2024,1649,The New York Times
10786,6BX7-WB21-JBG3-64RH-00000-00,29 April 2024,666,The New York Times
10787,69HX-3VB1-JBG3-62RV-00000-00,01 November 2023,393,The New York Times
10788,6BXP-NSJ1-JBSS-S1CH-00000-00,01 May 2024,1371,CNN Wire
10789,6C11-N7V1-DXY4-X00N-00000-00,12 May 2024,230,The New York Times
10790,6BXK-KMK1-DY7V-G0MX-00000-00,01 May 2024,1934,CNN Wire
10791,6B34-WMN1-JBG3-60V1-00000-00,11 January 2024,727,The New York Times
10792,6C39-TVJ1-DXY4-X0PN-00000-00,23 May 2024,1266,The New York Times
10793,6C5X-X2X1-JBG3-6039-00000-00,04 June 2024,1920,The New York Times
10794,6BX1-X231-DY7V-G041-00000-00,28 April 2024,913,CNN Wire
10795,69RK-9GR1-JBSS-S003-00000-00,28 November 2023,2496,CNN Wire
10796,6BWB-8TV1-JCMN-Y002-00000-00,25 April 2024,1063,Al Jazeera English
10797,6BV2-P0H1-JBSS-S01V-00000-00,19 April 2024,1549,CNN Wire
10798,Batch 01 - BBC  - 1427,15 May 2024,570,BBC
10799,Batch 01 - BBC  - 1058,01 May 2024,589,BBC
10800,Batch 01 - BBC  - 1526,13 May 2024,500,BBC
10801,6C0B-J121-F03R-N0VR-00000-00,09 May 2024,530,Al Jazeera English
10802,6BK8-7471-F03R-N030-00000-00,04 March 2024,1374,Al Jazeera English
10803,6C57-WJ61-JBG3-642P-00000-00,01 June 2024,472,The New York Times
10804,6CRG-G6S1-F03R-N4PM-00000-00,16 August 2024,446,Al Jazeera English
10805,6BK8-7471-F03R-N03K-00000-00,26 February 2024,906,Al Jazeera English
10806,69W7-02G1-JBG3-60FR-00000-00,15 December 2023,910,The New York Times
10807,6B84-2HP1-DY7V-G00F-00000-00,04 February 2024,735,CNN Wire
10808,6C40-3JK1-JBG3-61TF-00000-00,26 May 2024,1652,The New York Times
10809,6BVS-4641-DXY4-X3CJ-00000-00,22 April 2024,1592,The New York Times
10810,6BVH-79X1-F03R-N3KT-00000-00,21 April 2024,1894,Al Jazeera English
10811,6BW3-CVP1-DXY4-X4GX-00000-00,23 April 2024,825,The New York Times
10812,6C81-T3G1-DXY4-X27J-00000-00,14 June 2024,1385,The New York Times
10813,69KC-0NW1-DXY4-X1DM-00000-00,08 November 2023,876,The New York Times
10814,69F2-H581-DXY4-X1C3-00000-00,19 October 2023,711,The New York Times
10815,Batch 01 - BBC  - 2018,19 December 2023,109,BBC
10816,6C06-J9R1-JBG3-600J-00000-00,08 May 2024,896,The New York Times
10817,Batch 01 - BBC  - 1569,19 October 2023,61,BBC
10818,6BG2-2BH1-JBG3-62JG-00000-00,03 March 2024,338,The New York Times
10819,Batch 01 - BBC  - 1088,10 October 2023,1792,BBC
10820,Batch 01 - BBC  - 1531,15 October 2023,112,BBC
10821,Batch 01 - BBC  - 1797,13 December 2023,1247,BBC
10822,6C04-JW21-JCMN-Y04V-00000-00,08 May 2024,919,Al Jazeera English
10823,6BVH-W8V1-F03R-N26R-00000-00,21 April 2024,285,Al Jazeera English
10824,6CGV-GH61-DXY4-X20Y-00000-00,16 July 2024,963,The New York Times
10825,6D3G-Y6H1-JCMN-Y1T5-00000-00,02 October 2024,370,Al Jazeera English
10826,Batch 02 - BBC  - 2088,04 October 2024,469,BBC
10827,Batch 01 - BBC  - 1756,05 November 2023,613,BBC
10828,69J3-3941-DY7V-G0K6-00000-00,02 November 2023,1464,CNN Wire
10829,69DP-J921-JCMN-Y16C-00000-00,17 October 2023,1191,Al Jazeera English
10830,6B8B-39S1-JCMN-Y04Y-00000-00,05 February 2024,725,Al Jazeera English
10831,6B12-KSG1-F03R-N3D4-00000-00,02 January 2024,1147,Al Jazeera English
10832,69SD-5DN1-DXY4-X0FM-00000-00,01 December 2023,365,The New York Times
10833,69P5-JGV1-DXY4-X002-00000-00,21 November 2023,651,The New York Times
10834,69P7-S261-JBSS-S00H-00000-00,22 November 2023,174,CNN Wire
10835,69S2-MT21-DXY4-X07B-00000-00,30 November 2023,1585,The New York Times
10836,6BVS-GC71-JBSS-S012-00000-00,22 April 2024,570,CNN Wire
10837,6CM9-TYF1-JBSS-S029-00000-00,01 August 2024,545,CNN Wire
10838,69DG-45S1-JBG3-63JY-00000-00,16 October 2023,1371,The New York Times
10839,69KC-D6F1-DY7V-G208-00000-00,08 November 2023,587,CNN Wire
10840,Batch 01 - BBC  - 1907,27 November 2023,745,BBC
10841,Batch 01 - BBC  - 2025,08 January 2024,1007,BBC
10842,Batch 01 - BBC  - 1776,09 November 2023,485,BBC
10843,Batch 01 - BBC  - 747,19 June 2024,777,BBC
10844,Batch 01 - BBC  - 678,22 February 2024,685,BBC
10845,6CH8-6351-JBG3-6002-00000-00,18 July 2024,806,The New York Times
10846,69HJ-XXY1-DY7V-G013-00000-00,31 October 2023,478,CNN Wire
10847,6D1S-BVC1-JCMN-Y2RG-00000-00,24 September 2024,470,Al Jazeera English
10848,6BH9-NRW1-JBG3-63W5-00000-00,09 March 2024,745,The New York Times
10849,6C87-JF51-DXY4-X2MH-00000-00,15 June 2024,1218,The New York Times
10850,6BHB-GCK1-JCMN-Y1P6-00000-00,09 March 2024,428,Al Jazeera English
10851,Batch 01 - BBC  - 1010,01 February 2024,309,BBC
10852,69KY-MP21-DXY4-X502-00000-00,11 November 2023,3076,The New York Times
10853,69W6-N0B1-JBG3-60DF-00000-00,15 December 2023,254,The New York Times
10854,Batch 01 - BBC  - 37,28 May 2024,611,BBC
10855,69GY-H6Y1-JBG3-6460-00000-00,28 October 2023,1713,The New York Times
10856,6C1K-P3S1-DXY4-X0NN-00000-00,15 May 2024,1214,The New York Times
10857,6C0X-M7M1-JBG3-603C-00000-00,11 May 2024,906,The New York Times
10858,69PB-MCG1-F03R-N07Y-00000-00,22 November 2023,528,Al Jazeera English
10859,6C0V-DRD1-JBSS-S000-00000-00,11 May 2024,572,CNN Wire
10860,6BCP-X8T1-DXY4-X00D-00000-00,21 February 2024,271,The New York Times
10861,Batch 01 - BBC  - 1736,29 March 2024,535,BBC
10862,6CXJ-TJ51-JBG3-648B-00000-00,09 September 2024,859,The New York Times
10863,Batch 01 - BBC  - 2021,12 October 2023,403,BBC
10864,Batch 01 - BBC  - 815,07 February 2024,249,BBC
10865,69FP-HYW1-F03R-N1MR-00000-00,22 October 2023,380,Al Jazeera English
10866,69V5-8Y41-JCMN-Y0DP-00000-00,10 December 2023,987,Al Jazeera English
10867,6D3Y-CW01-JBG3-63JP-00000-00,04 October 2024,685,The New York Times
10868,6C6C-1591-DXY4-X01B-00000-00,06 June 2024,1368,The New York Times
10869,Batch 01 - BBC  - 1011,16 November 2023,878,BBC
10870,6D2V-2BK1-JBG3-61XR-00000-00,29 September 2024,1172,The New York Times
10871,6CNB-SPS1-DY7V-G02J-00000-00,06 August 2024,486,CNN Wire
10872,6D0F-T911-DXY4-X1CT-00000-00,18 September 2024,727,The New York Times
10873,6D0F-W291-JCMN-Y1BP-00000-00,18 September 2024,995,Al Jazeera English
10874,69H6-B941-JCMN-Y491-00000-00,29 October 2023,1199,Al Jazeera English
10875,6B1M-XS51-JBSS-S34W-00000-00,05 January 2024,1725,CNN Wire
10876,6BF5-KKC1-JBSS-S4P1-00000-00,28 February 2024,1725,CNN Wire
10877,69P2-JSY1-JBSS-S1R2-00000-00,09 November 2023,2173,CNN Wire
10878,6D3D-X6D1-JBSS-S0Y3-00000-00,02 October 2024,2244,CNN Wire
10879,6BY0-XTJ1-JBG3-63NX-00000-00,02 May 2024,1084,The New York Times
10880,6BKG-67B1-F03R-N02F-00000-00,19 March 2024,1229,Al Jazeera English
10881,6BMY-DRP1-DXY4-X0TJ-00000-00,26 March 2024,851,The New York Times
10882,6BGX-JBB1-JBSS-S1JP-00000-00,07 March 2024,1197,CNN Wire
10883,6BB5-7761-DXY4-X035-00000-00,13 February 2024,1580,The New York Times
10884,6C5N-48B1-DXY4-X0PB-00000-00,03 June 2024,761,The New York Times
10885,6CDH-2D51-DXY4-X0S7-00000-00,05 July 2024,1241,The New York Times
10886,69N3-4J61-DXY4-X4SK-00000-00,16 November 2023,1422,The New York Times
10887,6BBG-BSD1-JBSS-S04T-00000-00,15 February 2024,1425,CNN Wire
10888,6BFP-7PN1-JBSS-S080-00000-00,01 March 2024,778,CNN Wire
10889,Batch 01 - BBC  - 1794,20 December 2023,671,BBC
10890,69BX-XT51-DXY4-X020-00000-00,09 October 2023,1818,The New York Times
10891,Batch 01 - BBC  - 826,31 October 2023,1249,BBC
10892,69VH-WPK1-JCMN-Y0BP-00000-00,12 December 2023,469,Al Jazeera English
10893,6D0G-2CT1-JBG3-61W2-00000-00,18 September 2024,410,The New York Times
10894,69VS-BBK1-JBG3-633N-00000-00,13 December 2023,608,The New York Times
10895,Batch 01 - BBC  - 1118,24 October 2023,694,BBC
10896,Batch 01 - BBC  - 1614,02 November 2023,1014,BBC
10897,Batch 01 - BBC  - 1793,18 November 2023,397,BBC
10898,69HW-P5D1-JBG3-62P8-00000-00,01 November 2023,291,The New York Times
10899,6CJS-H901-JBG3-603N-00000-00,25 July 2024,290,The New York Times
10900,69CV-JW91-DXY4-X00P-00000-00,13 October 2023,4702,The New York Times
10901,69GC-JTF1-JBG3-61FR-00000-00,25 October 2023,1154,The New York Times
10902,6C0C-9831-DXY4-X04X-00000-00,09 May 2024,3849,The New York Times
10903,6B47-1N11-DXY4-X09T-00000-00,17 January 2024,1212,The New York Times
10904,6C2Y-9MS1-JBSS-S0TV-00000-00,21 May 2024,554,CNN Wire
10905,69JW-SSF1-DXY4-X3NP-00000-00,06 November 2023,2594,The New York Times
10906,Batch 01 - BBC  - 1943,05 December 2023,273,BBC
10907,69RJ-BYT1-DY7V-G01F-00000-00,28 November 2023,781,CNN Wire
10908,69TY-93S1-JCMN-Y4RJ-00000-00,09 December 2023,906,Al Jazeera English
10909,6B9D-42V1-JCMN-Y3T7-00000-00,10 February 2024,704,Al Jazeera English
10910,6CRG-FDP1-DXY4-X4BN-00000-00,16 August 2024,822,The New York Times
10911,6D25-T6G1-JBG3-618C-00000-00,26 September 2024,1299,The New York Times
10912,Batch 01 - BBC  - 248,18 February 2024,142,BBC
10913,Batch 01 - BBC  - 132,07 April 2024,73,BBC
10914,Batch 01 - BBC  - 1967,14 April 2024,79,BBC
10915,69BS-7HH1-JCMN-Y001-00000-00,08 October 2023,456,Al Jazeera English
10916,69N2-M3N1-JCMN-Y2WP-00000-00,16 November 2023,680,Al Jazeera English
10917,69SX-Y0M1-JCMN-Y037-00000-00,04 December 2023,711,Al Jazeera English
10918,69J7-66G1-F03R-N3X1-00000-00,03 November 2023,665,Al Jazeera English
10919,6CV7-Y841-DXY4-X02M-00000-00,29 August 2024,1099,The New York Times
10920,Batch 01 - BBC  - 1876,06 August 2024,301,BBC
10921,69DD-PKH1-F03R-N020-00000-00,16 October 2023,764,Al Jazeera English
10922,6D02-K3Y1-JCMN-Y2YD-00000-00,16 September 2024,1278,Al Jazeera English
10923,69P2-BYN1-JBSS-S13V-00000-00,02 November 2023,493,CNN Wire
10924,69KC-P791-JBG3-60K2-00000-00,08 November 2023,1143,The New York Times
10925,6C0B-G791-DXY4-X003-00000-00,09 May 2024,625,The New York Times
10926,69V0-Y8B1-JCMN-Y54J-00000-00,09 December 2023,456,Al Jazeera English
10927,Batch 01 - BBC  - 1164,18 February 2024,713,BBC
10928,Batch 01 - BBC  - 229,09 March 2024,570,BBC
10929,69KT-FB61-F03R-N0VP-00000-00,10 November 2023,453,Al Jazeera English
10930,6B07-PCM1-F03R-N3JJ-00000-00,29 December 2023,1294,Al Jazeera English
10931,Batch 01 - BBC  - 1381,05 November 2023,803,BBC
10932,69MS-H1M1-JCMN-Y3DC-00000-00,15 November 2023,634,Al Jazeera English
10933,Batch 01 - BBC  - 109,07 April 2024,511,BBC
10934,6BP3-9961-JCMN-Y003-00000-00,31 March 2024,573,Al Jazeera English
10935,Batch 01 - BBC  - 1112,02 September 2024,898,BBC
10936,69R1-10X1-F03R-N35C-00000-00,25 November 2023,403,Al Jazeera English
10937,6C0H-W8R1-DXY4-X00R-00000-00,10 May 2024,1402,The New York Times
10938,69F4-1N61-DXY4-X03N-00000-00,19 October 2023,1008,The New York Times
10939,69W6-8KB1-DXY4-X4PN-00000-00,15 December 2023,1062,The New York Times
10940,6C0H-B7N1-DY7V-G014-00000-00,10 May 2024,1722,CNN Wire
10941,6BSW-9S31-DXY4-X049-00000-00,13 April 2024,1055,The New York Times
10942,6BXG-FNH1-JBG3-61F9-00000-00,30 April 2024,532,The New York Times
10943,6BR3-GWS1-DXY4-X0G4-00000-00,05 April 2024,226,The New York Times
10944,69WD-N7X1-JBG3-6250-00000-00,16 December 2023,1074,The New York Times
10945,6BXV-7RP1-F03R-N4VY-00000-00,02 May 2024,924,Al Jazeera English
10946,69WF-MS81-JBG3-6269-00000-00,16 December 2023,461,The New York Times
10947,6BJM-0N21-JBSS-S3H4-00000-00,15 March 2024,1355,CNN Wire
10948,6C64-DTN1-JBSS-S034-00000-00,05 June 2024,890,CNN Wire
10949,6BSD-NH41-JCMN-Y06G-00000-00,11 April 2024,758,Al Jazeera English
10950,69DP-HYR1-F03R-N04M-00000-00,17 October 2023,1210,Al Jazeera English
10951,Batch 01 - BBC  - 1015,24 April 2024,842,BBC
10952,69CM-F3P1-DXY4-X0BW-00000-00,12 October 2023,1040,The New York Times
10953,6BRK-87M1-JCMN-Y0KX-00000-00,07 April 2024,757,Al Jazeera English
10954,6BRY-XK51-DY7V-G00V-00000-00,09 April 2024,1065,CNN Wire
10955,69PC-1XR1-JBG3-601P-00000-00,22 November 2023,1524,The New York Times
10956,6B9J-4JT1-DXY4-X00V-00000-00,10 February 2024,1137,The New York Times
10957,6B1R-PWC1-DXY4-X030-00000-00,05 January 2024,1518,The New York Times
10958,6BVX-G8Y1-JBG3-6042-00000-00,23 April 2024,1042,The New York Times
10959,6B35-XDJ1-DY7V-G001-00000-00,12 January 2024,579,CNN Wire
10960,6C27-YTT1-JBG3-61J5-00000-00,18 May 2024,969,The New York Times
10961,69P2-7HJ1-DY7V-G23X-00000-00,18 October 2023,398,CNN Wire
10962,69WX-KVM1-JBG3-6435-00000-00,18 December 2023,1264,The New York Times
10963,6CB0-HJ61-F03R-N0KX-00000-00,23 June 2024,477,Al Jazeera English
10964,6BYS-K8T1-F03R-N03X-00000-00,06 May 2024,1615,Al Jazeera English
10965,69P2-7HJ1-DY7V-G20W-00000-00,13 October 2023,1410,CNN Wire
10966,Batch 01 - BBC  - 638,25 November 2023,770,BBC
10967,69J8-GY91-F03R-N0GC-00000-00,03 November 2023,425,Al Jazeera English
10968,6B7F-78F1-JCMN-Y31W-00000-00,01 February 2024,618,Al Jazeera English
10969,69K4-20V1-JBG3-64G1-00000-00,07 November 2023,674,The New York Times
10970,6B0V-TDS1-JBG3-62T6-00000-00,01 January 2024,1167,The New York Times
10971,69KC-44P1-JBG3-60D1-00000-00,08 November 2023,1158,The New York Times
10972,69P5-78T1-JBG3-605M-00000-00,21 November 2023,956,The New York Times
10973,69G4-VWC1-JBG3-64XT-00000-00,24 October 2023,1815,The New York Times
10974,69P2-9TH1-JBSS-S0GF-00000-00,15 October 2023,867,CNN Wire
10975,6CTT-1C01-JBG3-6019-00000-00,27 August 2024,251,The New York Times
10976,6D21-MR21-F03R-N15R-00000-00,25 September 2024,1120,Al Jazeera English
10977,69P2-8PC1-JBSS-S018-00000-00,16 October 2023,960,CNN Wire
10978,6CS3-91H1-JBG3-60MS-00000-00,19 August 2024,578,The New York Times
10979,69FR-6HK1-JBSS-S274-00000-00,22 October 2023,3111,CNN Wire
10980,6BH9-BNG1-JBG3-63V9-00000-00,09 March 2024,1389,The New York Times
10981,6BB0-PBC1-JBG3-604X-00000-00,13 February 2024,1101,The New York Times
10982,6BX6-HCY1-DXY4-X1R8-00000-00,29 April 2024,3593,The New York Times
10983,69V5-RDR1-JBSS-S323-00000-00,10 December 2023,1280,CNN Wire
10984,6BXP-2F81-DXY4-X3CX-00000-00,01 May 2024,1174,The New York Times
10985,6B7W-JCN1-DXY4-X000-00000-00,03 February 2024,1173,The New York Times
10986,69NY-CJ81-JBG3-6036-00000-00,20 November 2023,1268,The New York Times
10987,6BWT-2751-F03R-N002-00000-00,27 April 2024,1418,Al Jazeera English
10988,6CPT-DSW1-DXY4-X1WC-00000-00,13 August 2024,3272,The New York Times
10989,6BST-8G81-JBG3-60NF-00000-00,13 April 2024,1622,The New York Times
10990,6B2R-WRM1-DXY4-X0N4-00000-00,10 January 2024,1100,The New York Times
10991,6BY8-PJH1-JBG3-60V2-00000-00,04 May 2024,2613,The New York Times
10992,69C6-9221-JBG3-62GK-00000-00,10 October 2023,933,The New York Times
10993,6BPH-KMR1-JBG3-6026-00000-00,02 April 2024,931,The New York Times
10994,6BC4-4VS1-JBG3-6331-00000-00,18 February 2024,1601,The New York Times
10995,6BTF-YSH1-JBG3-61MT-00000-00,16 April 2024,401,The New York Times
10996,69C0-9TY1-DXY4-X056-00000-00,09 October 2023,1040,The New York Times
10997,69NF-S531-JBG3-63BW-00000-00,18 November 2023,845,The New York Times
10998,69T1-8051-JBG3-6045-00000-00,04 December 2023,1025,The New York Times
10999,6B9C-9JV1-DXY4-X00D-00000-00,10 February 2024,981,The New York Times
11000,6C21-MG91-DXY4-X0SK-00000-00,17 May 2024,572,The New York Times
11001,6C4K-MYJ1-JBG3-60N9-00000-00,29 May 2024,5061,The New York Times
11002,69X8-SVF1-JBG3-600R-00000-00,20 December 2023,2027,The New York Times
11003,6CVC-F201-F03R-N0N8-00000-00,29 August 2024,895,Al Jazeera English
11004,69XX-RKC1-DXY4-X3N6-00000-00,23 December 2023,1387,The New York Times
11005,69P3-BJK1-JBG3-60N2-00000-00,21 November 2023,400,The New York Times
11006,6B01-DF11-JBG3-60M4-00000-00,28 December 2023,2343,The New York Times
11007,6BYP-9NX1-DXY4-X196-00000-00,06 May 2024,1506,The New York Times
11008,6C2R-2H71-JBG3-625S-00000-00,20 May 2024,1699,The New York Times
11009,6C7T-FNJ1-JBG3-6004-00000-00,13 June 2024,630,The New York Times
11010,69GJ-8BX1-JBSS-S341-00000-00,26 October 2023,1436,CNN Wire
11011,6B42-7PC1-JBG3-600B-00000-00,16 January 2024,1892,The New York Times
11012,69W5-1101-DXY4-X4J6-00000-00,14 December 2023,865,The New York Times
11013,6B35-V2H1-JBG3-61H8-00000-00,12 January 2024,1404,The New York Times
11014,6CS9-7B61-DXY4-X18R-00000-00,20 August 2024,4281,The New York Times
11015,6C80-VNF1-JBG3-60MK-00000-00,14 June 2024,974,The New York Times
11016,6B2Y-GK81-JBG3-6517-00000-00,11 January 2024,4288,The New York Times
11017,6C05-HJK1-DXY4-X0X3-00000-00,08 May 2024,1832,The New York Times
11018,6BX7-PRG1-DXY4-X1VY-00000-00,29 April 2024,1169,The New York Times
11019,6B7G-V931-JC85-N007-00000-00,02 February 2024,2194,The New York Times
11020,6B6K-D631-DXY4-X00X-00000-00,28 January 2024,2176,The New York Times
11021,6BMJ-6JJ1-F03R-N10W-00000-00,24 March 2024,1111,Al Jazeera English
11022,6C0B-7681-JBG3-60NF-00000-00,09 May 2024,2564,The New York Times
11023,6CH7-C2D1-DXY4-X3RT-00000-00,18 July 2024,1292,The New York Times
11024,6CBV-8PS1-JBG3-61MN-00000-00,27 June 2024,1218,The New York Times
11025,6CPK-PFM1-JBG3-60MG-00000-00,12 August 2024,1670,The New York Times
11026,6BVS-MYC1-JBG3-607R-00000-00,22 April 2024,1333,The New York Times
11027,69TH-4F11-DXY4-X3HB-00000-00,07 December 2023,1953,The New York Times
11028,6B65-27Y1-JBG3-606X-00000-00,26 January 2024,764,The New York Times
11029,69TJ-7BM1-JBG3-62XR-00000-00,07 December 2023,1195,The New York Times
11030,69XB-KC11-JBG3-607P-00000-00,20 December 2023,1354,The New York Times
11031,6BY4-2221-JBG3-603J-00000-00,03 May 2024,1000,The New York Times
11032,6BPR-9WP1-DXY4-X004-00000-00,03 April 2024,359,The New York Times
11033,6D3G-J1Y1-DXY4-X260-00000-00,02 October 2024,1986,The New York Times
11034,6BV9-KJY1-JBG3-60TH-00000-00,20 April 2024,1468,The New York Times
11035,6D0R-K001-JBG3-63YS-00000-00,19 September 2024,1093,The New York Times
11036,6D0W-YB31-JBG3-64C2-00000-00,20 September 2024,1103,The New York Times
11037,69P4-Y131-JC85-N000-00000-00,22 November 2023,1320,The New York Times
11038,69MK-RY91-DXY4-X2DR-00000-00,14 November 2023,1794,The New York Times
11039,6BCY-8YW1-JBG3-630J-00000-00,22 February 2024,1148,The New York Times
11040,6C0J-D6D1-DXY4-X02S-00000-00,10 May 2024,1948,The New York Times
11041,69S9-6171-DXY4-X0C3-00000-00,01 December 2023,2165,The New York Times
11042,6B59-SS21-JBG3-6043-00000-00,22 January 2024,1902,The New York Times
11043,6BFM-D3F1-DXY4-X2P4-00000-00,01 March 2024,1818,The New York Times
11044,6CS5-98Y1-JBG3-6059-00000-00,19 August 2024,1255,The New York Times
11045,6CS9-7B61-DXY4-X191-00000-00,20 August 2024,1182,The New York Times
11046,69JF-B551-JBG3-61T8-00000-00,04 November 2023,532,The New York Times
11047,6B8G-RBK1-JBG3-602M-00000-00,06 February 2024,528,The New York Times
11048,6B8X-NPD1-DXY4-X037-00000-00,08 February 2024,460,The New York Times
11049,69C4-6KC1-JBG3-61P3-00000-00,10 October 2023,491,The New York Times
11050,69KY-89N1-DXY4-X4CX-00000-00,11 November 2023,437,The New York Times
11051,69VJ-C0B1-JBG3-61Y2-00000-00,12 December 2023,469,The New York Times
11052,69VS-BBK1-JBG3-633K-00000-00,13 December 2023,458,The New York Times
11053,6BV2-F771-JBG3-60R4-00000-00,19 April 2024,503,The New York Times
11054,69YY-WX21-JBG3-655F-00000-00,28 December 2023,527,The New York Times
11055,6C22-0T01-JBG3-6014-00000-00,17 May 2024,359,The New York Times
11056,69HC-TW31-JBG3-60H2-00000-00,30 October 2023,1126,The New York Times
11057,69MK-6711-JBG3-64BM-00000-00,14 November 2023,453,The New York Times
11058,6B5J-DB41-JBSS-S00Y-00000-00,23 January 2024,1059,CNN Wire
11059,69J7-PMF1-DXY4-X261-00000-00,03 November 2023,143,The New York Times
11060,6B7H-CDG1-JBG3-6078-00000-00,01 February 2024,1390,The New York Times
11061,6CDS-50D1-F03R-N198-00000-00,06 July 2024,1280,Al Jazeera English
11062,6D3Y-WG71-DXY4-X1FX-00000-00,04 October 2024,1274,The New York Times
11063,69KT-J9X1-DXY4-X3H3-00000-00,10 November 2023,1325,The New York Times
11064,6CGV-7PD1-JBG3-6011-00000-00,16 July 2024,1258,The New York Times
11065,69YM-DG21-DXY4-X1MN-00000-00,26 December 2023,1269,The New York Times
11066,6D0B-J0B1-JBG3-6125-00000-00,17 September 2024,1260,The New York Times
11067,6D0J-F3J1-DXY4-X1N0-00000-00,18 September 2024,1242,The New York Times
11068,6BC8-R6P1-DXY4-X00H-00000-00,19 February 2024,1168,The New York Times
11069,69TS-Y7H1-DXY4-X4SC-00000-00,08 December 2023,1249,The New York Times
11070,69W2-D0M1-DXY4-X4G4-00000-00,14 December 2023,1210,The New York Times
11071,6B1P-1T71-DXY4-X00R-00000-00,05 January 2024,1137,The New York Times
11072,6BBM-TH21-JBG3-611J-00000-00,16 February 2024,2170,The New York Times
11073,6CYD-HPN1-JBG3-620D-00000-00,13 September 2024,1393,The New York Times
11074,6CYG-4201-JC85-N0MR-00000-00,14 September 2024,1398,The New York Times
11075,6BMR-HWS1-JBG3-618J-00000-00,25 March 2024,1632,The New York Times
11076,6D39-3V81-JBG3-6484-00000-00,01 October 2024,743,The New York Times
11077,69YK-S4W1-JBG3-63DY-00000-00,26 December 2023,1202,The New York Times
11078,6C7B-59V1-JBG3-600C-00000-00,10 June 2024,818,The New York Times
11079,6B8H-3N51-DXY4-X019-00000-00,06 February 2024,1380,The New York Times
11080,6C83-0B91-JCMN-Y06W-00000-00,14 June 2024,1012,Al Jazeera English
11081,6CMF-RWH1-JBG3-6016-00000-00,02 August 2024,1075,The New York Times
11082,6CPC-YBS1-JCMN-Y000-00000-00,11 August 2024,1346,Al Jazeera English
11083,6BVY-VG01-DXY4-X4BD-00000-00,23 April 2024,1190,The New York Times
11084,6C9P-M581-JBG3-600T-00000-00,22 June 2024,1872,The New York Times
11085,6BTW-MMS1-JCMN-Y03J-00000-00,18 April 2024,1236,Al Jazeera English
11086,6BH5-KCM1-DXY4-X4DH-00000-00,08 March 2024,733,The New York Times
11087,6BJG-2041-JBSS-S3DK-00000-00,14 March 2024,1484,CNN Wire
11088,69DP-9211-JBG3-64MJ-00000-00,17 October 2023,411,The New York Times
11089,69D2-2PF1-JCMN-Y1XC-00000-00,14 October 2023,606,Al Jazeera English
11090,69V5-8SX1-JBG3-6004-00000-00,10 December 2023,719,The New York Times
11091,6B3T-M7Y1-JBSS-S007-00000-00,15 January 2024,1680,CNN Wire
11092,6B46-25D1-DXY4-X06X-00000-00,16 January 2024,957,The New York Times
11093,6BW6-YP11-DXY4-X0BS-00000-00,24 April 2024,911,The New York Times
11094,69BX-R2T1-JBG3-61BJ-00000-00,09 October 2023,1897,The New York Times
11095,6BM3-M951-DXY4-X1R6-00000-00,22 March 2024,4245,The New York Times
11096,6D0H-SD81-JBG3-62RD-00000-00,18 September 2024,518,The New York Times
11097,6C3Y-GF71-JBG3-61SS-00000-00,26 May 2024,5421,The New York Times
11098,6B2H-XJ11-DXY4-X00N-00000-00,09 January 2024,211,The New York Times
11099,6C70-50F1-F03R-N3R7-00000-00,09 June 2024,2117,Al Jazeera English
11100,69MR-WKS1-DXY4-X2PB-00000-00,14 November 2023,1051,The New York Times
11101,69J0-XH71-JBG3-62T9-00000-00,02 November 2023,1156,The New York Times
11102,69MT-KNS1-JBG3-61CW-00000-00,15 November 2023,1139,The New York Times
11103,69GD-2GW1-DXY4-X07B-00000-00,25 October 2023,1357,The New York Times
11104,6BV4-SJ41-DXY4-X0MJ-00000-00,19 April 2024,1220,The New York Times
11105,69MN-MSD1-JBG3-601P-00000-00,14 November 2023,1278,The New York Times
11106,6BTD-X031-DXY4-X02W-00000-00,16 April 2024,1546,The New York Times
